Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,5,"Oracle, Microsoft Access",1,Analyst,0,Full time employee,Private business,2018,Oracle,No,0,Male,80000.0,81233.0
United States,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB",15,Developer: BI,1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,110000.0,116809.0
Canada,15,"Microsoft SQL Server, MongoDB",15,DBA (General),4,Full time employee,Local government,2020,Microsoft SQL Server,No,6,Male,84000.0,86478.08
United States,3,Oracle,19,DBA (Production Focus),0,Full time employee,Private business,2021,PostgreSQL,No,0,Male,150000.0,115187.09
United States,20,"MongoDB, Cassandra",20,Engineer,2,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,150000.0,117020.86
United States,10,"Azure SQL DB (any flavor), Amazon RDS (any flavor)",3,DBA (General),6,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,102000.0,114890.59999999999
United States,15,Microsoft Access,24,DBA (General),5,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,130000.0,119237.04000000001
United States,2,"Microsoft SQL Server, Microsoft Access, SQLite",2,Developer: T-SQL,1,Full time employee,Private business,2020,Oracle,No,1,Male,51700.0,68110.41
Brazil,6,MySQL/MariaDB,3,Developer: T-SQL,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,32000.0,22359.066000000006
United States,17,"Oracle, PostgreSQL, Cassandra",19,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,153000.0,120798.5
United States,10,"PostgreSQL, Microsoft Access, Azure SQL DB",1,Developer: App Code,4,Consulting Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,88000.0,118140.45999999999
United States,15,Azure SQL DB,4,Architect,0,Full time employee,Federal government,2018,Microsoft SQL Server,Yes,0,Male,137000.0,112537.86000000002
United States,2,MongoDB,2,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,87000.0,75628.0
Argentina,8,"Microsoft SQL Server, PostgreSQL, Sybase",8,DBA,1,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,27000.0,50428.030000000006
United Kingdom,3,"SQLite, Azure SQL DB (any flavor)",5,Analyst,6,Full time employee,Local government,2021,Microsoft SQL Server,Yes,2,Male,46500.0,43028.558199999985
United States,10,Azure SQL DB (any flavor),10,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,151000.0,130161.6544
United States,10,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)",10,Developer: BI,5,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,110000.0,107138.73
United States,10,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite, SAP, Azure SQL DB",6,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,85000.0,108530.86
United Kingdom,1,"Microsoft SQL Server, MySQL/MariaDB",1,DBA (Production Focus),1,Full time employee,Federal government,2018,Microsoft SQL Server,No,0,Male,30314.0,35484.502800000024
Canada,5,"MySQL/MariaDB, Microsoft Access",1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,49124.0,52785.73999999998
United States,7,"MySQL/MariaDB, Cassandra",1,Architect,1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,88000.0,96039.66
Germany,10,"Microsoft SQL Server, Microsoft Access, SQLite, JSON",1,Manager,6,Part time,State/province government,2018,Microsoft SQL Server,Yes,0,Male,75000.0,102352.54
Canada,7,MySQL/MariaDB,5,Developer: App Code,1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,60000.0,63483.23999999999
Israel,8,Microsoft SQL Server,8,DBA (General),5,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,93000.0,91652.9768
United Kingdom,10,MySQL/MariaDB,7,DBA (General),2,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,64422.0,64243.375199999995
Norway,8,"SQLite, Azure SQL DB (any flavor)",8,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Prefer not to say,80000.0,81832.908
United States,10,"Microsoft SQL Server, DB2, SQLite",10,Other,2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,68000.0,102182.42666666667
Switzerland,4,"Oracle, MySQL/MariaDB, DB2",4,Developer: BI,4,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,130000.0,82395.29
United States,6,"PostgreSQL, MongoDB, Microsoft Access, Azure SQL DB (any flavor), CosmosDB",1,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,81000.0,107855.81
United States,4,Oracle,10,Developer: App Code,3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,82000.0,94354.76
United States,9,"Microsoft SQL Server, Oracle, DB2",9,DBA (Development Focus),1,Full time employee,Private business,2018,Oracle,No,0,Male,110000.0,111225.62000000001
United States,20,"Oracle, Microsoft Access, Intersystems Cache",15,Developer: T-SQL,0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Female,68000.0,95544.19
United Kingdom,10,"Oracle, MySQL/MariaDB, Azure SQL DB (any flavor)",5,DBA (Production Focus),2,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,74750.0,69925.916
Spain,6,"MySQL/MariaDB, Azure SQL DB",10,DBA,1,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,32000.0,44944.69999999999
United States,23,"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor), Vertica",1,Manager,3,Full time employee,Private business,2019,Microsoft SQL Server,Yes,0,Male,125000.0,137463.42
Netherlands,10,Oracle,1,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,52000.0,61966.72999999998
United States,2,QIX,2,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,56000.0,74373.4
Poland,1,DB2,3,Developer: App Code,3,Full time employee,Private business,2017,PostgreSQL,No,0,Not Asked,29148.0,59801.299999999996
United States,8,Oracle,4,DBA,0,Full time employee,Federal government,2017,Microsoft SQL Server,No,0,Not Asked,103110.0,98980.97
United States,1,"Microsoft SQL Server, Microsoft Access",8,Developer: T-SQL,1,Full time employee,Private business,2018,Oracle,No,0,Male,140000.0,110065.00000000001
United States,12,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",10,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,93000.0,113910.22
Canada,10,"Microsoft SQL Server, Microsoft Access, Azure SQL DB (any flavor)",10,Developer: BI,1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,77000.0,75394.7867
India,7,PostgreSQL,7,Engineer,0,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,15000.0,23161.780000000042
South Africa,17,PostgreSQL,9,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,48000.00000000001,64933.250000000015
Norway,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",5,Engineer,2,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,70000.0,81060.33850000001
Australia,8,"Azure SQL DB, Amazon RDS (any flavor)",1,Developer: BI,3,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,100000.0,80879.81
United States,12,"PostgreSQL, MongoDB, Azure SQL DB (any flavor), Amazon RDS (any flavor), CosmosDB",6,DBA (General),1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,110000.0,117371.0
United States,6,DB2,2,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,85540.0,80344.75
South Africa,19,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",20,DBA (General),1,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,6,Male,70000.0,65040.37000000001
United States,26,"Microsoft SQL Server, Oracle, DB2, Azure SQL DB, IMS",19,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,120000.0,119504.64
United Kingdom,15,"Microsoft SQL Server, PostgreSQL, Microsoft Access, Elasticsearch",12,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,65500.0,69943.66
Romania,16,"Oracle, PostgreSQL",16,DBA (General),0,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,85000.0,85543.96
United States,20,"Microsoft SQL Server, MongoDB",25,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,100000.0,118958.5981
United States,17,"Microsoft SQL Server, PostgreSQL",10,Manager,2,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,120000.0,136616.66
United Kingdom,4,"Microsoft SQL Server, PostgreSQL",4,DBA (General),6,Full time employee,Local government,2018,Oracle,No,0,Male,32000.0,61329.76299999996
Portugal,9,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Redis",2,Developer: App Code,6,Full time employee,Private business,2017,Oracle,No,0,Not Asked,40000.0,39237.77999999999
Sweden,30,"Microsoft SQL Server, DB2, Microsoft Access, CosmosDB",2,Developer: T-SQL,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,6,Male,80000.0,80851.44554
United States,7,Microsoft SQL Server,7,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,110000.0,95371.0
United Kingdom,4,"MySQL/MariaDB, PostgreSQL",4,DBA (Production Focus),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,47677.00000000001,46302.33399999997
United States,14,"Microsoft SQL Server, MySQL/MariaDB",14,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,95000.0,114359.64
United Kingdom,5,"MySQL/MariaDB, DB2, Azure SQL DB (any flavor)",2,DBA (General),6,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,45000.0,60594.363500000014
United States,15,Microsoft SQL Server,22,Developer: App Code,4,Full time employee,Private business,2019,Microsoft SQL Server,No,6,Male,107000.0,124726.0
United States,15,"Microsoft SQL Server, PostgreSQL, MongoDB, Cassandra, Amazon RDS (any flavor)",3,DBA (General),2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,98000.0,111491.91
United States,7,Oracle,4,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,107540.0,97266.94
United States,6,Microsoft SQL Server,3,Developer: T-SQL,6,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,75000.0,103962.70000000001
United States,4,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Azure SQL DB, Amazon RDS (any flavor), Azure SQL Datawarehouse",2,Engineer,6,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,106000.0,79628.23
Canada,10,"MySQL/MariaDB, MongoDB, Microsoft Access, SQLite, Azure SQL DB",7,DBA (Development Focus),3,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Male,69000.0,63302.14399999999
United States,10,"MySQL/MariaDB, DB2, SQLite, Azure SQL DB",7,DBA,0,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,80000.0,86212.84999999999
United States,19,Azure SQL DB,1,DBA (General),3,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,150000.0,134006.30000000002
United States,20,"MySQL/MariaDB, PostgreSQL, MongoDB",4,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,116000.0,137760.0
United States,30,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB (any flavor)",12,Manager,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,130000.0,147889.48
United States,7,"DB2, Microsoft Access, SAP",7,Developer: BI,1,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,63000.0,86337.25
United States,5,"Microsoft SQL Server, Microsoft Access",1,Analyst,4,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,43000.0,87114.54
United States,24,Microsoft SQL Server,2,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,117500.0,118976.99999999997
Germany,15,Oracle,11,Analyst,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,68000.0,74816.64
Switzerland,3,"Oracle, Microsoft Access",3,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,74169.07
United States,2,"Oracle, DB2",2,Developer: BI,0,Full time employee,Private business,2017,SAP,Yes,0,Not Asked,85000.0,86572.0
Indonesia,4,"Microsoft SQL Server, Oracle, Microsoft Access",1,Analyst,0,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,577.0,55910.45999999998
United States,13,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",16,DBA,2,Full time employee,Local government,2017,Oracle,No,0,Not Asked,93000.0,111596.72000000003
Australia,18,Azure SQL DB (any flavor),18,Developer: BI,0,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,85000.0,38403.11000000002
Belgium,12,MySQL/MariaDB,12,DBA (General),0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,57000.0,55229.37920000001
United Kingdom,6,"MySQL/MariaDB, Microsoft Access, Azure SQL DB (any flavor)",6,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,59288.0,49644.657499999994
United States,17,"Oracle, Microsoft Access, SQLite",17,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,113000.0,104027.2427
United States,15,Microsoft SQL Server,22,Developer: App Code,1,Full time employee,"Education (K-12, college, university)",2021,Oracle,No,2,Male,80000.0,102085.4
United States,17,"Microsoft SQL Server, Oracle, DB2, Microsoft Access, SQLite",5,Developer: T-SQL,0,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,95532.0,95946.92
United Kingdom,8,"Microsoft SQL Server, Azure SQL DB (any flavor), Firebird",2,Architect,0,Full time employee,Federal government,2020,Microsoft SQL Server,No,0,Male,38000.0,60499.39370000001
United States,18,Microsoft Access,18,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,120000.0,146531.27999999997
United States,2,MySQL/MariaDB,2,Developer: T-SQL,5,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,60000.0,59051.959999999985
United States,20,"Microsoft SQL Server, Azure SQL DB, Informix",8,Manager,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,160750.0,140810.00000000006
Serbia and Montenegro,17,Microsoft SQL Server,0,DBA (General),6,Full time employee,Federal government,2018,Oracle,No,0,Male,12000.0,55728.06
United States,13,"MySQL/MariaDB, Microsoft Access, Azure SQL DB",6,DBA (Development Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,91500.0,118863.38999999998
United States,3,"Microsoft SQL Server, DB2, Teradata, Progress ",2,DBA (Development Focus),2,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,88600.0,86793.47
United Kingdom,8,"Microsoft SQL Server, Azure SQL DB",5,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,80000.0,75977.91
Australia,15,"Oracle, SQLite, Azure SQL DB",10,Developer: T-SQL,2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,130090.0,88914.21
United States,5,"Oracle, PostgreSQL, Microsoft Access, SQLite, Teradata, SAP",4,Analyst,1,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,62000.0,103850.86
United States,13,"Teradata, Azure SQL DB, Amazon RDS (any flavor)",13,Architect,2,Independent consultant,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,165000.0,119695.87
United States,5,"PostgreSQL, SQLite, Azure SQL DB (any flavor), redis",2,Manager,1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,70000.0,106197.9
United States,6,MySQL/MariaDB,2,Manager,6,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,92000.0,116613.20000000003
United Kingdom,8,"MySQL/MariaDB, Microsoft Access",1,Analyst,6,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,49000.0,60179.96
United States,20,PostgreSQL,1,Developer: BI,3,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,105000.0,124052.82
Switzerland,14,Oracle,4,Manager,0,Full time employee,Local government,2018,Microsoft SQL Server,Yes,0,Male,145000.0,106377.0792
United States,19,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access",19,Developer: T-SQL,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,103000.0,121968.52269999999
United States,6,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, DB2, SQLite",6,Architect,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,98000.0,99544.74
United States,1,Hadoop,7,DBA (Development Focus),6,Full time employee,Private business,2019,Other,No,2,Male,140000.0,110525.09999999999
Italy,15,"Microsoft SQL Server, DB2",20,DBA,0,Full time employee,Private business,2017,DB2,No,0,Not Asked,40000.0,47339.54
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL",10,DBA,0,Independent consultant,Private business,2017,Oracle,Yes,0,Not Asked,125000.0,137336.09999999998
United States,25,"MySQL/MariaDB, Microsoft Access, SAP",6,Developer: BI,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,117000.0,129555.44000000003
United States,18,Azure SQL DB,14,DBA (General),3,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,120500.0,121720.59999999999
Canada,11,Azure SQL DB,7,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,61000.0,70505.6855
United States,14,"Oracle, MySQL/MariaDB, Microsoft Access, SQLite, Informix",8,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,103000.0,125730.40000000001
United States,10,"Microsoft SQL Server, MySQL/MariaDB",8,DBA (General),2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,79000.0,100195.58
United States,15,"Cassandra, Microsoft Access",20,Manager,1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,80000.0,116752.29999999999
Finland,10,"Microsoft SQL Server, DB2, SQLite",1,DBA (Production Focus),5,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,70000.0,77731.61
Ireland,17,"Microsoft SQL Server, Amazon RDS (any flavor)",19,DBA,1,Full time employee,Private business,2017,Oracle,No,0,Not Asked,90000.0,81161.61
Turkey,2,"Microsoft SQL Server, MySQL/MariaDB, MongoDB",2,DBA (Development Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,700.0,14795.595699999976
United Kingdom,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Teradata, SAP",1,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,75000.0,70722.02999999998
Australia,8,MySQL/MariaDB,10,Developer: App Code,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,73000.0,85697.66
United States,12,"PostgreSQL, DB2, Microsoft Access, Elasticsearch",1,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,138000.0,121299.0
United States,14,"Oracle, Azure SQL DB (any flavor)",10,Developer: BI,3,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Female,92000.0,110665.73
Australia,5,Microsoft SQL Server,3,Developer: App Code,1,Independent consultant,Local government,2021,Microsoft SQL Server,No,1,Male,105000.0,95775.72
United States,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Amazon RDS (any flavor)",9,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,185000.0,106371.94
India,6,"Microsoft SQL Server, Azure SQL DB (any flavor)",6,Developer: T-SQL,0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,14059.0,14981.899999999994
United States,15,"Oracle, MySQL/MariaDB, PostgreSQL, SQLite",2,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,137000.0,133046.9744
United States,9,"Microsoft SQL Server, PostgreSQL, Amazon RDS (any flavor)",25,DBA (Development Focus),0,Full time employee,"Education (K-12, college, university)",2021,DB2,Yes,1,Male,108000.0,93184.2
United States,20,Redis,28,Developer: App Code,0,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Male,133700.0,123387.54000000002
Canada,5,MySQL/MariaDB,2,DBA (Development Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,49550.0,57155.479999999996
United States,4,Microsoft SQL Server,5,DBA (Production Focus),1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,106000.0,82778.58
Canada,5,MySQL/MariaDB,5,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,55987.219999999965
United States,15,"Microsoft SQL Server, MySQL/MariaDB, Cassandra, Azure SQL DB",15,DBA (Production Focus),4,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,160000.0,118297.24
United States,10,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, SQLite, Azure SQL DB",10,DBA (Development Focus),1,Consulting Full time employee,Federal government,2019,Microsoft SQL Server,No,0,Male,114000.0,117915.12000000002
United States,20,"Oracle, PostgreSQL",12,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,160000.0,146498.73000000004
United States,6,"MySQL/MariaDB, Azure SQL DB",2,DBA (Development Focus),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,84581.34999999999
United States,2,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",2,Analyst,3,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,58500.0,65337.600000000006
United States,18,"Oracle, MySQL/MariaDB, DB2, Microsoft Access",17,DBA (Production Focus),0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Prefer not to say,71000.0,78317.73000000001
United States,1,MySQL/MariaDB,1,DBA (General),1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,85000.0,63872.799999999996
United States,4,Microsoft Access,2,DBA (Development Focus),6,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Female,58500.0,86479.6
United States,12,SAP,20,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,101000.0,119334.78
United States,15,"Oracle, MySQL/MariaDB",1,DBA (General),0,Full time employee,Non-profit,2021,Microsoft SQL Server,No,0,Female,115000.0,113331.78
United States,17,"MySQL/MariaDB, Microsoft Access",4,Developer: App Code,5,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,133000.0,113544.80000000002
Australia,10,"PostgreSQL, Amazon RDS (any flavor), ASE",10,Developer: BI,1,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,76000.0,88863.1544
United States,20,"MySQL/MariaDB, Microsoft Access",2,Architect,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,136215.0
United States,22,"MySQL/MariaDB, MongoDB, Azure SQL DB",1,DBA (General),4,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,107000.0,125877.19999999998
India,8,"Microsoft SQL Server, PostgreSQL, Cassandra, Azure SQL DB (any flavor)",8,Developer: BI,0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Female,34000.0,22588.561500000054
United States,1,"Microsoft SQL Server, PostgreSQL",1,DBA (Production Focus),0,Full time employee,Private business,2021,MySQL/MariaDB,No,1,Prefer not to say,72000.0,69540.76000000001
United States,13,Microsoft SQL Server,20,Analyst,0,Full time employee,Private business,2021,Oracle,No,1,Male,100000.0,111743.56
United States,15,Microsoft SQL Server,15,DBA (Production Focus),6,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,120000.0,121389.07999999999
United States,8,"Oracle, MongoDB, DB2, Azure SQL DB (any flavor)",8,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Female,92000.0,110180.65000000002
United States,3,"MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, Azure SQL DB",1,Analyst,0,Full time employee,Non-profit,2018,Microsoft SQL Server,Yes,0,Male,72000.0,80247.73
United States,9,"Microsoft SQL Server, PostgreSQL, MongoDB, Azure SQL DB (any flavor), Amazon RDS (any flavor)",5,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,105000.0,109129.62000000001
United States,15,"Microsoft SQL Server, Azure SQL DB",1,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,145000.0,120255.0
United Kingdom,9,Azure SQL DB,0,Developer: App Code,5,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,54000.0,65965.54
Norway,8,"Microsoft SQL Server, Azure SQL DB (any flavor)",8,DBA (General),6,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,95000.0,75747.93000000001
United States,21,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB (any flavor)",21,DBA (Production Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,153000.0,143545.91
United Kingdom,20,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, SAP, Azure SQL DB",12,DBA (General),0,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,115000.0,112465.02
United States,20,Microsoft Access,5,DBA (General),1,Full time employee,Non-profit,2018,Microsoft SQL Server,Yes,0,Male,130000.0,124035.04800000001
France,20,PostgreSQL,15,Engineer,2,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,53064.0,76396.4312
United States,3,"PostgreSQL, DB2",5,DBA (General),1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,65000.0,92878.0
United States,18,"Oracle, PostgreSQL, Microsoft Access",18,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,109000.0,130225.00000000001
United States,29,Microsoft Access,2,Engineer,3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,142500.0,121825.02719999998
United States,25,Sybase,20,Other,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,65000.0,104720.0
Canada,12,"Microsoft SQL Server, MySQL/MariaDB",9,DBA (General),0,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,65750.0,71280.09749999999
United States,3,"Microsoft SQL Server, MySQL/MariaDB",2,Other,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,95000.0,108960.63
United States,10,"Oracle, MongoDB, Microsoft Access, SAP",25,DBA (Production Focus),1,Full time employee,State/province government,2019,Microsoft SQL Server,No,0,Male,100000.0,96320.5
United States,7,"Microsoft SQL Server, MySQL/MariaDB, DB2, Microsoft Access",4,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,90000.0,98550.47
United States,20,Microsoft SQL Server,17,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,176000.0,107775.26000000001
United States,7,Microsoft SQL Server,3,DBA (Development Focus),3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,100000.0,106673.0
United States,8,"Oracle, Microsoft Access",7,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,96490.56
United States,7,MySQL/MariaDB,10,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,92500.0,114520.0
United States,12,Oracle,7,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,105000.0,123117.2
