Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,16,Oracle,16,DBA (Production Focus),0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,105000.0,118267.984
United States,5,"Microsoft SQL Server, Azure SQL DB",2,Architect,6,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,105000.0,104330.8
United States,15,Microsoft Access,1,DBA (Production Focus),2,Consulting Full time employee,Federal government,2021,Microsoft SQL Server,No,0,Male,155000.0,140088.8
South Africa,20,"Oracle, Microsoft Access",3,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,80000.0,43212.465
United States,1,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL",2,Other,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,66000.0,61723.914
United States,5,"Microsoft SQL Server, Interbase",5,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,80000.0,96754.31
United States,12,"Microsoft SQL Server, MySQL/MariaDB, DB2, Microsoft Access",15,Engineer,0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,149000.0,107340.98
United Kingdom,20,"MySQL/MariaDB, PostgreSQL",3,Developer: T-SQL,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,65000.0,67976.72
Australia,4,Oracle,4,Engineer,2,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,60000.0,82024.68
Poland,11,"Azure SQL DB (any flavor), CosmosDB",11,DBA (General),0,Independent consultant,Private business,2021,Microsoft SQL Server,No,0,Male,88000.0,89352.87
United States,15,"Microsoft SQL Server, Microsoft Access, Azure SQL DB (any flavor), Amazon RDS (any flavor)",4,Engineer,3,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,142000.0,120080.125
United States,3,"Oracle, Microsoft Access, SQLite, SAP HANA",3,Analyst,2,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,122000.0,80713.76
United States,22,"Microsoft SQL Server, Azure SQL DB (any flavor), Redis",4,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,150000.0,142444.45
United States,8,"Microsoft SQL Server, MySQL/MariaDB",11,Developer: T-SQL,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,76000.0,79940.51
United States,14,"Microsoft SQL Server, Microsoft Access, SQLite, Azure SQL DB",9,Developer: T-SQL,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,110000.0,104063.734
United Kingdom,12,MongoDB,0,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,84000.0,66010.36
United States,10,"Microsoft SQL Server, Oracle, Microsoft Access",10,DBA (Production Focus),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,148000.0,107180.52
Turkey,4,"Microsoft SQL Server, MongoDB",10,Manager,4,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,35221.0,38988.094
Mexico,12,Microsoft SQL Server,6,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,44000.0,39929.984
United States,10,"PostgreSQL, Azure SQL DB (any flavor), Amazon RDS (any flavor)",3,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,110000.0,114701.23
United States,8,"Microsoft SQL Server, Oracle",1,Developer: BI,1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,80000.0,106040.81
United States,3,Microsoft SQL Server,8,DBA (Development Focus),1,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,92000.0,90583.984
United States,5,Oracle,4,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Prefer not to say,80000.0,85242.95
United States,12,"MySQL/MariaDB, Sybase",7,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,101000.0,105179.67
United States,19,"Microsoft SQL Server, Azure SQL DB (any flavor)",19,Developer: T-SQL,3,Full time employee,Private business,2020,Microsoft SQL Server,No,6,Male,122000.0,135951.52
Australia,3,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",3,Engineer,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,66000.0,84737.25
United Kingdom,15,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, Ingres",10,Other,0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,46750.0,66777.38
United States,17,"Microsoft SQL Server, MySQL/MariaDB",1,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,86000.0,116492.625
United States,7,MySQL/MariaDB,3,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,91373.43
United States,3,MySQL/MariaDB,3,DBA (General),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,65000.0,62799.844
United States,20,"Microsoft SQL Server, Oracle, Microsoft Access, Azure SQL DB (any flavor)",8,Manager,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,116500.0,140737.05
United States,10,"Oracle, Microsoft Access",10,DBA (General),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,50000.0,83276.35
United States,4,Microsoft SQL Server,4,Developer: BI,0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Female,78000.0,77759.08
United States,14,Azure SQL DB,2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,122000.0,110218.54
United Kingdom,15,"Redis, Amazon RDS (any flavor)",3,Other,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,59000.0,94836.3
Canada,13,"Microsoft SQL Server, Azure SQL DB (any flavor)",15,Developer: BI,4,Independent consultant,Private business,2021,Microsoft SQL Server,No,6,Male,140000.0,141824.3
United States,13,"Oracle, MySQL/MariaDB, CouchDB",13,DBA (Production Focus),1,Full time employee,State/province government,2019,Microsoft SQL Server,No,1,Male,105000.0,92767.3
United States,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Teradata",4,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,115781.875
United States,17,Microsoft SQL Server,7,Developer: T-SQL,6,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,145000.0,148832.89
United States,17,"Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",13,Consultant,0,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,160000.0,126337.31
United States,12,"MySQL/MariaDB, DB2, Microsoft Access",3,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,115000.0,113670.04
United States,11,"Oracle, PostgreSQL, Microsoft Access",11,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,114000.0,121324.54
United States,11,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Microsoft Access",3,DBA,4,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,82000.0,91277.35
Portugal,10,"Oracle, MySQL/MariaDB, Microsoft Access",22,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,39000.0,48283.02
United Kingdom,10,"Oracle, Microsoft Access, SQLite",7,DBA (Production Focus),2,Independent consultant,Private business,2021,Microsoft SQL Server,No,0,Male,100000.0,68533.92
United States,10,"Microsoft SQL Server, Oracle, Microsoft Access",10,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,63000.0,110389.57
United States,15,"Microsoft SQL Server, PostgreSQL",5,Developer: App Code,0,Consulting Full time employee,Federal government,2018,Microsoft SQL Server,Yes,0,Male,121000.0,132374.56
Spain,13,"Oracle, MySQL/MariaDB, DB2, Microsoft Access",6,DBA (General),1,Consulting Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,50200.0,54032.402
France,14,"Microsoft SQL Server, SQLite",4,Engineer,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,78800.0,74936.68
Portugal,6,"Microsoft SQL Server, Sybase ASE",6,DBA (Production Focus),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,19600.0,38137.387
United States,0,"Microsoft SQL Server, Oracle, Microsoft Access, SQL Anywhere",2,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,75000.0,63322.04
United States,20,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)",23,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,178000.0,134011.83
United States,1,"Microsoft SQL Server, Oracle, Microsoft Access, SQLite, GBQ",1,Developer: BI,6,Full time employee,Private business,2021,Other,No,2,Male,85000.0,91422.98
United States,20,"Microsoft SQL Server, Oracle, Microsoft Access",10,DBA,5,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,103000.0,117062.03
United States,16,"Oracle, MySQL/MariaDB, Microsoft Access",5,DBA (General),4,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,114000.0,110311.61
United States,16,"MySQL/MariaDB, MongoDB, BigQuery",6,DBA (General),4,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,155000.0,118016.22
India,5,Microsoft SQL Server,5,DBA,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,12000.0,10925.875
United States,20,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",4,Developer: T-SQL,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,108000.0,116981.5
South Africa,10,Microsoft SQL Server,10,DBA (Production Focus),0,Full time employee,State/province government,2021,Microsoft SQL Server,No,0,Male,39169.0,59712.766
United States,11,"Oracle, MongoDB, SQLite, Azure SQL DB (any flavor)",1,Data Scientist,6,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,106000.0,113704.7
United States,20,"Microsoft SQL Server, Oracle",1,DBA (Development Focus),6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,106000.0,119781.79
United States,3,Redshift,2,Manager,0,Full time employee,Private business,2017,PostgreSQL,Yes,0,Not Asked,158000.0,99951.06
United States,20,Microsoft Access,10,Developer: T-SQL,0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,76000.0,117002.45
United States,18,Microsoft SQL Server,10,DBA (General),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,95207.0,113171.23
United States,9,"Oracle, Microsoft Access, FoxPro",9,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,70000.0,106060.016
United States,17,Microsoft Access,10,DBA,0,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,95000.0,88127.33
United Kingdom,0,"Microsoft SQL Server, Microsoft Access, Azure SQL DB (any flavor)",4,Engineer,3,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,46500.0,70071.73
United States,15,"MySQL/MariaDB, MongoDB, Microsoft Access, Redis, Elasticsearch",25,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,138000.0,117197.414
United States,10,Microsoft Access,10,DBA,0,Full time employee,State/province government,2017,Microsoft SQL Server,Yes,0,Not Asked,91000.0,85952.09
United States,2,Oracle,2,Manager,4,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,87500.0,78300.66
United Kingdom,9,Microsoft SQL Server,3,DBA (Production Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,66500.0,77327.37
Portugal,10,"Microsoft SQL Server, Redis, Azure SQL DB",10,Developer: App Code,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,4200.0,47899.76
United States,12,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)",12,DBA,0,Full time employee,State/province government,2017,Microsoft SQL Server,No,0,Not Asked,80939.0,84859.83
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Microsoft Access, SQLite, Azure SQL DB (any flavor)",5,Manager,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,105000.0,144733.6
United Kingdom,6,Azure SQL DB (any flavor),1,Architect,0,Independent consultant,Local government,2021,Microsoft SQL Server,No,1,Male,78000.0,84403.81
United States,20,"PostgreSQL, Hadoop",5,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,178124.78
United States,12,"Microsoft SQL Server, MySQL/MariaDB, MongoDB",5,DBA (General),6,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,73000.0,111129.164
United States,10,"Microsoft Access, Azure SQL DB",1,Analyst,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,80000.0,92289.77
United States,17,Microsoft SQL Server,12,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,108000.0,120207.65
United Kingdom,5,"Microsoft SQL Server, MySQL/MariaDB, MongoDB, SQLite, Elasticsearch",5,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,54999.99999999999,53056.766
United States,1,Microsoft SQL Server,1,Architect,1,Full time employee,Private business,2018,Other,No,0,Female,160000.0,96352.59
United Kingdom,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Azure SQL DB",4,Architect,2,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,77947.0,75989.984
United States,6,Microsoft SQL Server,15,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,98000.0,101126.28
United States,5,Microsoft Access,4,Developer: BI,0,Consulting Full time employee,State/province government,2021,Microsoft SQL Server,No,2,Male,90000.0,100950.67
United States,17,"Microsoft SQL Server, MySQL/MariaDB, HP Tandem",17,DBA (General),3,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,91000.0,97445.695
United States,11,"PostgreSQL, Elasticsearch, Amazon RDS (any flavor)",1,Engineer,3,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,115000.0,117336.97
United Kingdom,5,MySQL/MariaDB,3,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,89000.0,55345.938
United States,20,Azure SQL DB (any flavor),20,DBA (Production Focus),3,Full time employee,Non-profit,2021,Microsoft SQL Server,No,0,Male,115000.0,120130.71
United States,2,Oracle,2,DBA (Production Focus),4,Full time employee,Local government,2020,Microsoft SQL Server,No,1,Male,63300.0,66977.27
United States,8,"Microsoft SQL Server, PostgreSQL, Amazon RDS (any flavor)",6,Analyst,2,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,95000.0,98700.03
United States,8,"Microsoft SQL Server, Oracle, PostgreSQL",8,Developer: BI,0,Full time employee,Non-profit,2020,Microsoft SQL Server,No,0,Male,123000.0,101924.32
United Kingdom,20,"Microsoft SQL Server, PostgreSQL, Azure SQL DB (any flavor), Amazon RDS (any flavor)",18,DBA (Development Focus),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,74250.0,85755.63
Ireland,10,MySQL/MariaDB,10,Developer: T-SQL,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,85000.0,88060.17
United Kingdom,15,"MySQL/MariaDB, Azure SQL DB",1,DBA (General),0,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,107000.0,95460.33
United States,20,"Microsoft SQL Server, DB2, Microsoft Access",19,DBA (General),2,Full time employee,Non-profit,2021,Microsoft SQL Server,No,2,Male,145700.0,114678.27
United States,17,Oracle,3,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,110000.0,109460.02
Finland,10,"Microsoft SQL Server, PostgreSQL, snowflake",3,Engineer,1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,92000.0,62359.24
Netherlands,15,"Oracle, MongoDB, Cassandra",5,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,54999.99999999999,65307.496
United States,17,Microsoft SQL Server,5,Developer: App Code,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,106232.79
Sweden,4,Azure SQL DB (any flavor),4,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,62400.0,56687.28
Sweden,3,"Microsoft SQL Server, PostgreSQL",3,Developer: App Code,1,Full time employee,Private business,2018,MySQL/MariaDB,No,0,Male,43000.0,49330.684
United States,20,"Microsoft SQL Server, PostgreSQL",20,Developer: App Code,0,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,No,0,Male,112000.0,98210.9
United States,8,"PostgreSQL, Redis",8,Developer: App Code,2,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,Yes,0,Prefer not to say,115000.0,78412.58
United States,11,Microsoft Access,4,Developer: App Code,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,70000.0,102020.65
United States,7,Microsoft SQL Server,3,Analyst,6,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,83000.0,90103.26
United Kingdom,6,MySQL/MariaDB,6,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,61636.0,52074.137
United States,7,Oracle,7,Architect,0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,120000.0,102151.586
United States,7,"MongoDB, Azure SQL DB (any flavor)",7,DBA (Production Focus),6,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,106000.0,109178.1
United States,5,"Oracle, MySQL/MariaDB",5,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,65000.0,86464.2
United States,9,"Microsoft SQL Server, Amazon RDS (any flavor)",7,Developer: T-SQL,5,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,105000.0,100538.71
United States,8,Microsoft SQL Server,8,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,142000.0,96239.02
United States,1,"Microsoft SQL Server, Amazon RDS (any flavor)",1,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,50000.0,92198.4
United States,8,"MySQL/MariaDB, PostgreSQL, Microsoft Access",2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,85000.0,86266.484
United States,6,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Azure SQL DB (any flavor), Amazon RDS (any flavor)",6,DBA (Production Focus),2,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,101000.0,99242.6
United States,7,"Microsoft SQL Server, Microsoft Access, Teradata, Azure SQL DB",4,Developer: BI,0,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Male,83000.0,99040.58
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB",6,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,115000.0,114326.17
Netherlands,5,"Oracle, PostgreSQL",5,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,54999.99999999999,50383.81
United States,10,PostgreSQL,10,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,75000.0,122135.04
United States,8,"Azure SQL DB, Amazon RDS (any flavor)",8,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,110000.0,109960.68
United States,15,"Microsoft SQL Server, MongoDB, Azure SQL DB (any flavor), CosmosDB",15,Manager,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,125000.0,131665.11
United Kingdom,6,Microsoft SQL Server,4,DBA (Development Focus),3,Full time employee,Federal government,2021,Microsoft SQL Server,No,1,Male,52000.0,63332.18
Ireland,3,"MySQL/MariaDB, MongoDB",1,DBA,2,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,38000.0,60957.793
United Kingdom,1,"PostgreSQL, SQLite",3,Data Scientist,1,Full time employee,Private business,2020,Other,No,2,Male,74000.0,58682.914
United States,2,Microsoft SQL Server,4,Analyst,0,Full time employee,Non-profit,2021,Microsoft SQL Server,No,1,Male,65000.0,74419.91
Portugal,17,Azure SQL DB (any flavor),4,Architect,6,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,61000.0,68328.82
United States,2,"Microsoft SQL Server, PostgreSQL",2,DBA (General),4,Full time employee,Federal government,2019,Microsoft SQL Server,No,2,Male,67500.0,61059.598
New Zealand,8,"SQLite, Amazon RDS (any flavor)",6,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,68000.0,78256.43
United States,6,"PostgreSQL, MongoDB, Azure SQL DB (any flavor), CosmosDB",3,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,120000.0,107671.14
South Africa,6,"Oracle, MySQL/MariaDB",4,Developer: App Code,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,55900.0,36870.08
United States,7,"Microsoft SQL Server, PostgreSQL, MongoDB, Azure SQL DB (any flavor)",2,Architect,1,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,130000.0,108700.15
Australia,4,Azure SQL DB (any flavor),4,DBA (General),0,Part time,Private business,2020,Microsoft SQL Server,Yes,1,Male,32500.0,69162.08
United States,9,Microsoft Access,2,DBA,0,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,110238.71
United Kingdom,25,"MongoDB, Microsoft Access, SQLite",22,Manager,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,66000.0,75038.414
United States,17,Hadoop,1,DBA (Development Focus),0,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,114000.0,112072.28
Australia,4,"Oracle, MySQL/MariaDB, Microsoft Access, SQLite, Azure SQL DB",1,Engineer,1,Independent consultant,Private business,2019,Microsoft SQL Server,No,1,Male,100000.0,147287.5
Australia,1,"Microsoft Access, SQLite",1,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,34466.0,63404.645
United States,18,"PostgreSQL, MongoDB, Microsoft Access, Redis, Elasticsearch, Amazon RDS (any flavor)",5,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,130000.0,140800.69
United States,20,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access",20,Engineer,0,Independent consultant,Private business,2020,Microsoft SQL Server,No,0,Male,60000.0,145920.17
United States,15,"MySQL/MariaDB, MongoDB, DB2, SQLite, SAP, Sybase Advantage Server",10,Other,0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,2,Male,144000.0,130493.81
Canada,8,"Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, Amazon RDS (any flavor)",8,DBA,2,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,88500.0,68274.98
United States,20,Oracle,2,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,130000.0,123150.49
United States,19,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",10,DBA (Production Focus),0,Full time employee,Federal government,2019,Microsoft SQL Server,No,2,Male,95000.0,106159.46
United States,3,"Microsoft SQL Server, Microsoft Access",6,Developer: T-SQL,2,Full time employee,Non-profit,2021,Microsoft SQL Server,No,0,Male,90000.0,93145.57
Spain,10,"Microsoft SQL Server, Oracle, PostgreSQL, DB2, Microsoft Access, Redis, SQLite, Azure SQL DB",10,Architect,3,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,43000.0,58203.516
United States,15,Microsoft Access,18,Analyst,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,95000.0,95210.875
United States,17,"DB2, Microsoft Access, SAP, Azure SQL DB",3,Manager,0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,110000.0,121712.47
United States,15,DB2,24,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,105000.0,106623.88
United States,15,"Oracle, Cassandra, Amazon RDS (any flavor)",10,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,159056.0,120179.55
Sweden,15,Microsoft SQL Server,8,Developer: T-SQL,0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,80000.0,67195.97
United States,17,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access",17,DBA,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,144000.0,123951.805
United States,5,"Oracle, Microsoft Access",1,Analyst,0,Full time employee,Private business,2018,Oracle,No,0,Male,80000.0,76591.02
United States,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB",15,Developer: BI,1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,110000.0,117358.21
Canada,15,"Microsoft SQL Server, MongoDB",15,DBA (General),4,Full time employee,Local government,2020,Microsoft SQL Server,No,6,Male,84000.0,105255.16
United States,3,Oracle,19,DBA (Production Focus),0,Full time employee,Private business,2021,PostgreSQL,No,0,Male,150000.0,108129.54
United States,20,"MongoDB, Cassandra",20,Engineer,2,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,150000.0,106344.59
United States,10,"Azure SQL DB (any flavor), Amazon RDS (any flavor)",3,DBA (General),6,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,102000.0,114008.36
United States,15,Microsoft Access,24,DBA (General),5,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,130000.0,108156.19
United States,2,"Microsoft SQL Server, Microsoft Access, SQLite",2,Developer: T-SQL,1,Full time employee,Private business,2020,Oracle,No,1,Male,51700.0,62943.36
Brazil,6,MySQL/MariaDB,3,Developer: T-SQL,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,32000.0,23481.5
United States,17,"Oracle, PostgreSQL, Cassandra",19,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,153000.0,136842.86
United States,10,"PostgreSQL, Microsoft Access, Azure SQL DB",1,Developer: App Code,4,Consulting Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,88000.0,100932.26
United States,15,Azure SQL DB,4,Architect,0,Full time employee,Federal government,2018,Microsoft SQL Server,Yes,0,Male,137000.0,122023.75
United States,2,MongoDB,2,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,87000.0,69845.164
Argentina,8,"Microsoft SQL Server, PostgreSQL, Sybase",8,DBA,1,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,27000.0,70134.836
United Kingdom,3,"SQLite, Azure SQL DB (any flavor)",5,Analyst,6,Full time employee,Local government,2021,Microsoft SQL Server,Yes,2,Male,46500.0,53079.25
United States,10,Azure SQL DB (any flavor),10,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,151000.0,137152.98
United States,10,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)",10,Developer: BI,5,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,110000.0,106879.61
United States,10,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite, SAP, Azure SQL DB",6,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,85000.0,98934.26
United Kingdom,1,"Microsoft SQL Server, MySQL/MariaDB",1,DBA (Production Focus),1,Full time employee,Federal government,2018,Microsoft SQL Server,No,0,Male,30314.0,42948.547
Canada,5,"MySQL/MariaDB, Microsoft Access",1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,49124.0,49456.176
United States,7,"MySQL/MariaDB, Cassandra",1,Architect,1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,88000.0,100652.6
